text,sentiment
"Chất lương sp kém , bỏ tiền ra mua máy mới mà nhận đk máy cũ đã phát sinh cả cuộc gọi , lại còn k có cả sạc pin",negative
Son hơi dày và dễ dịch chuyển trên môi và cũng khô lại khá lâu,neutral
Không bõ công chờ hàng,positive
Ko nên mua,negative
"Hàng đẹp y hình , nhưng thời gian nhận hàng quá lâu",neutral
"Vô cùng hối hận, thật sự cảm thấy tiếc, tiếc vì ko bik được shop sớm hơn 😄",positive
Thời gian giao hàng vẫn chưa được nhanh chóng,neutral
áo thun màu ko giống như hình sọc đỏ đen,negative
Form rộng,positive
Sản phẩm rất đẹp,positive
Giao hàng chậm quá,neutral
"Shop phục vụ rất tốt, mn an tâm mua nhé ♥️ Cảm ơn shop nhiều 💕",positive
Sản phẩm vãi hơi momgr và hơi dơ,neutral
55kg mặc L vừa ôm ko rộng như form rộng,positive
"Đáng tiền, cbi hàng hơi lâu",positive
Đúng giá tiền,positive
Mặc ok ak,positive
Mic quá nhậy bà chuẩn,positive
bị rách một xíu Đó Đóng gói sản phẩm rất kém Giá cả chấp nhận được,negative
oki ak,positive
Lầm đầu tiên mua hàng trên mạng mà quá ưng vs giá,positive
Chất lượng sản phẩm tuyệt vời ...,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Giao hàng nhanh,neutral
Giao cổ tim-cổ tròn,positive
Tế vấn hơi hời hợt,neutral
Đai thắt lưng k giống như trong hình,negative
"Vải xấu,cứng,dính đen ko giặt đc,nt shop ko trả lời,ship cao bằng tiền mua áo",negative
"Hợp túi tiền, sản phẩm đẹp + chất lượng rất tốt",positive
"Tất đi nhẹ chân, ko giống hình nhưng mình thích mẫu đã nhận được hơn là mẫu trong ảnh",positive
Chất lượng sản phẩm tuyệt vời,positive
"Ahihi mua hoài mua mãi, đồ vừa rẻ vừa đẹp, chị chủ dễ cưng 😘",positive
Vải bị mỏng nhưng mặc mát mềm,positive
Đóng gói cẩn thận nhưng k check đc mã vạch,neutral
Chẳng còn nhớ là lần thứ bao nhiêu mua áo của chị,positive
Đóng gói chắc chắn kh làm hư hỏng sp,positive
Bao vận chuyển,neutral
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Bị bung chỉ nhiều,negative
"Có thể đối với 1 số bạn chảo hơi mỏng, nhưng với giá bán như vậy là ok rồi",positive
Hơi khác màu vải 1 chút so với các áo sz khác Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Trong hình lớp lót trong cùng màu với lớp ngoài nhưng nhận dc lại là màu trắng nên trông rởm rởm,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
chuẩn hàng như trên,positive
Hàng ok lm ae,positive
Chất lượng sản phầm thì được bằng với số tiền mua cái quần thể dục đi đồng nhưng mặt đẹp hơn,positive
Mua 3 áo mà giao 2 áo mẫu như hình còn 1 áo kiểu khác vải xấu mỏng k đáng tiền,negative
Chất len mỏng,neutral
"Giao nhầm mẫu áo, áo giao nhầm chất tạm được, lần sau shop kiểm tra kỹ trước khi giao đỡ mất công đổi trả",neutral
Lần sau shop lưu ý một chút,neutral
"Chất lượng sản phẩm tuyệt vời, có điều eo mình 65 mà mặc size M bị rộng",positive
Hnvcc,positive
Chất lượng sản phẩm tuyệt vời,positive
Giao hàng nhanh chóng,positive
Giao sai hàng,negative
"Shop rep tn nhanh, tận tình với khách",positive
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Sản phẩm ko giống mô tả Thời gian giao hàng rất nhanh,positive
Nhưng hạt thông và hạt bồ đồ ko ngon mình ko thích 2 hạt này,positive
Ths shop nhìuuu 😍 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
Áo bị lỗi mong shop kiểm tra lại kĩ hơn,negative
Mua 2 cái và thích vải cái nay hơn,positive
Mà giá lại rẻ bất ngờ,positive
Rất ưng ạ,positive
Sản phẩm chất lượng không được đẹp vải xấu,neutral
"Mình lấy 2 bộ cùng size nhưng một bộ nhỏ,một bộ vừa",positive
Đóng gói sản phẩm rất đẹp và chắc chắn hàng như hình luôn😙😙,positive
Ao wa xau,negative
Áo đẹp xuất sắc luôn,positive
Hàng chuẩn,positive
Order k có hàng mà k báo cho khách hàng,neutral
Áo đẹp lắm a,neutral
Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
"Vải mỏng,mầu k như hình.sáng màu quá.liên hệ voi người bán hàng thì bị chặn k liên lạc được",negative
Hàg lỗi quá nhìu,negative
với giá này thì chất lượng khá ổn,positive
Rộng quá như bà bầu ấy,neutral
"Hàng đẹp, vải dày dặn",positive
Tạm ổn 😑😑,neutral
Đẹp lắm ạ,positive
Tuy nhiên giao hàng quá chậm,neutral
Chất lượng sản phẩm tạm được so vs giá tiền thì v là ok,positive
Hơi mỏng,positive
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiềnThich,positive
Hình áo tay lỡ mà nhận đc là áo cộc là sao????,negative
Áo đẹp quần hơi nhỏ,positive
Sẽ ủng Hộ shop tiếp zà luôn đồg hành cùng shop,positive
"Đúng là tiền nào của nấy ,mỏng ,đúng với tiêu chí xài 1 lần rách bỏ kkk",positive
"Shop phục vụ khá tốt, inbox trả lời ngay => thix",positive
Hàng k mấy chất lượng như trong hình 😐,neutral
Áo đẹp,positive
Chất lượng sản phẩm tuyệt vời mặc rộng rãi thoải mái,neutral
Thank shop,positive
Nói chung hàng thì chất cũng ok nhưng mình ko thích cách làm việc của shop,positive
màu kẻ đậm k đẹp lắm,neutral
Áo đẹp <3,positive
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Shop phục vụ rất tốt,áo thì rất ok lun, chị chủ nói chuyện dễ thương còn tặng thêm 1 áo nữa,",positive
Áo đẹp.đúng mẫu.gói hàng kỹ,positive
Shop xem lại hàng trước khi gửi cho khách nhé,neutral
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền",positive
Giao hàng siêu nhanh luôn,positive
Áo đẹp lắm nhaaa 😍,positive
Mà thôi hoàn tiền trả hàng cũng lu bu quá thôi mặc đi đồng cho đở tức,neutral
Giao hàng nhanh,positive
Giá rẻ nhưng vải khá đẹp,positive
"Vải mềm nhưng cổ rộng, tay ngắn nên :( Đóng gói sản phẩm chắc chắn",positive
"Đẹp, nhưng hơi rộng rồi...đặt thêm cái nữa nha",neutral
Chất ok nhưng mềnh ko mặc vừa,neutral
"Hàng đẹp ngoài sức tưởng tượng, nhưng nên chọn size nhỏ chút vì áo có vẻ to hơn size thường",positive
Sản phẩp đẹp,positive
Mắc so với chất lượng,negative
Sp như hình,positive
Chất lượng sản phẩm tốt,positive
"bộ đồ này rẻ và đẹp quá,",positive
"Shop rất nhiệt tình, nhưng cần chú ý chất lượng sản phẩm",positive
Cảm ơn shop,positive
Good,neutral
Hàng giống hình,neutral
Đặt hàng 2 hôm nhận được,positive
"Nhìn áo tưởng dày dặn nhưng mua về thấy mỏng, vải lại nóng",neutral
Đáng mua,positive
Xức sắc luôn mấy bồ ơi 😎😎,positive
feedback thay cho 4 miếng mask nhé,neutral
Không bao h mua của shop này nữa,negative
hơi lâu 1 tý,neutral
"Giày cực kỳ đẹp, đẹp hơn cả trong ảnh nha mọi người nhìn chắc chắn cực ý ^^",positive
Chất lượng sản phẩm tuyệt vời,positive
Đặt size m lại giao size s là sao,negative
》Đóng gói sp rất kỹ,positive
vải đẹp,positive
Chất lượng sản phẩm tuyệt đẹp nhưng vải có vẻ hơi mỏng 😂,positive
Rất đẹp rất ưng ý,negative
Hài lòng với shop,positive
"Áo đẹp xuất sắc ạ, chất dày dặn sờ thích lắm mà áo bên ngoài cũng y như trong ảnh luôn",positive
Váy dày dáng đẹp tuy nhiên hơi ôm Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Vô cùng hài lòng khi nhận được hàng ạ 💖💖💖!,positive
Mau ma spham dep.chat luong vai kha tot.hop voi gia minh mua.giao hanh nhanh chong,positive
Quần chất thích vừa vặn size Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền,positive
Tay áo rất khó cử động,neutral
Hàng may lỗi,neutral
Shop có mua bán lại nửa giá,neutral
cảm ơn shop nhiêu ạ,positive
Shop phục vụ rất tốt,positive
Giày đẹp,positive
"Haiza chất lượng thì mình chưa xài nên chưa bít, nhưng đã lưu ý cho shop rùi mà vẫn gửi cho một lố quần đen, sầu",neutral
Mặc thoải mái không bí người,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp lắm ạ ủng hộ shop thêm cho 100 sao..,positive
"Rất đẹp,vải rất tốt,mình tậu cả 3 cái",positive
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
Hàng chỉ tạm đc,negative
Quần rất ok so với giá.Bạn nào mông to nên chọn chênh sz 1 chút,neutral
"Áo đẹp, chất mịn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh",positive
Cực kì đáng tiền,positive
Chất liệu và màu sắc tạm ổn,neutral
Áo đẹp đúng hình,positive
"Váy dày, sản phẩm đẹp",positive
Thời gian giao hàng rất nhanh,positive
Chất áo cx dày Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh Chất lượng sp bt rang hơi cháy nên có mùi khét trc và sau khi uống,positive
"Đúng là shopee 4H,giao hàng rất nhanh trong ngày,mà còn có 3bịch kẹo thôi mà nhìn cái hộp và keo dán đều của shopee hết mà bên trong lót đều mút bảo vệ nữa chứ.Hôm nay dù KM,mà nhắn shop giao bịch kẹo date mới đúng y chang NSX 08/18 lun.Làm ăn rất có Tâm...gần hết kẹo sẽ gặp shop lần 3.THANKS",positive
Giá thành hợp sản phẩm 😍,positive
"Rất ưng về chất vải ,tuy nhiên thừa chỉ may hơi nhiều.k sao mình tự cắt. 5 sao",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Mình mua áo xám,positive
mình Hài Lòng về sản phẩm,positive
Vải dày fom y hình,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,positive
Chất lượng sản phẩm tuyệt vời .Thời gian giao hàng rất nhanh.chủ shop nói chuyện dễ thương,positive
"Mua 2,5kg, có 1 kìm",negative
Đưa quần thì 1c to và 1c nhỏ xíu trẻ con mặc vừa,positive
Shop phục vụ rất tốt giao hàng nhanh chóng,positive
"Khăn mịn, dùng ok",positive
Shop phục vụ rất tốt,positive
"Vải hơi mỏng, nhưng vẫn chấp nhận đc",positive
Quần màu ok,positive
Chất lượng đảm bảo,positive
Xinh nha :)),positive
Bộ ngủ mở túi ra đã bị tuột chỉ 😢😢😢 Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Chất lượng sản phẩm tuyệt vời nhưng có điều vành nón mềm quá khi đôi bị rủ xuống noi chung cung hài lòng,positive
Shop phục vụ rất tốt,positive
Đẹp,positive
Đáng đồng tiền,positive
Giặt tay mới 1 nước đã hơi nhão,neutral
"Màu lên đẹp, chất son rất mướt, k bị khô môi, lâu trôi nữa",positive
-Quần ngắn quá :(,negative
"Vải hơi mỏng, giặt lần đầu có ra màu",positive
Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được,positive
Dog gói bt,neutral
Nhưng 45kg mà hơi chật :(,positive
Chất vải không đẹp cho lắm nhưng vẫn ổn so với giá,negative
Áo chất đẹp giá rẻ mình rất ưng ý,positive
Mọi người ai muốn mặc thoải mái Nếu khoảng 50 kg thì nên mua size L cho rộng nha,positive
"Chất lượng sản phẩm tuyệt vời, sẽ mua hàng thêm mong shop luôn mang đến cho khách hàng những sản phẩm đẹp,",positive
Ok lắm,positive
Thiếu 1 cái lót giày,neutral
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,positive
Đóng gói sản phẩm rất kém Rất không đáng tiền Chất lượng sản phẩm rất kém,negative
"Chất lượng sản phẩm tốt, nhưng hơi mỏng",positive
"Vải thuộc loại vải bóng, mặc nóng, dễ bám bụi, ren dễ bị xù",negative
"Tặng shop 10 sao luôn ấy ^^, shop phục vụ rất rất rất tốt, thời gian giao hàng nhanh kinh khủng luôn, Chất lượng sản phẩm tuyệt vời ,Rất đáng tiền",positive
Xứng đáng 5 sao,positive
Rất đáng tiền,positive
Shop giao hàng nhanh,positive
Shop phục vụ rất tốt,positive
màu 09 hông phải hồng đất.. giống hồng sen dạ quang hơn :(,neutral
Hàng tốt 😍,positive
áo xinh còn được tặng dây buộc tóc,positive
Rất vừa vặn ko chê đâu được,positive
Mặc thoải mái,positive
Và mình nghĩ mọi người khi mua nhớ tăng thêm 1 size sẽ đẹp hơn,positive
Đẹp lắm ạ rất đáng tiền giao hàng rất nhanh luôn,positive
Nhưng dù sao cũng gửi lời cảm ơn shop,neutral
Đẹp lắm hơn cả mong đợi,positive
Mặc lên xinh như trong ảnh,positive
Mình mua 2cai,positive
Rất ok với giá tiền nha,positive
Shop phục vụ rất tốt,positive
Mau ao nay nho qua minh mac ko vua,neutral
Balo may bị méo không đều vận chuyển khiến balo bị méo bị bẹt bị lõm k khắc phục đk nhưg nhìn chung châdt luọng sp rât tốt,positive
